1682539741.694223,0
1682539741.801418,2
1682539741.910900,4
1682539742.067062,0
1682539742.192224,4
1682539742.302286,3
1682539742.412247,1
1682539742.522032,1
1682539742.632830,3
1682539742.741365,2
1682539742.853218,1
1682539742.963282,0
1682539743.069347,1
1682539743.178498,1
1682539743.289137,0
1682539743.399139,1
1682539743.507818,0
1682539743.615411,1
1682539743.746346,3
1682539743.854981,1
1682539743.970973,0
1682539744.082584,0
1682539744.192805,3
1682539744.303165,1
1682539744.414215,1
1682539744.531318,2
1682539744.642124,1
1682539744.750673,1
1682539744.862408,3
1682539744.971043,1
1682539745.083535,5
1682539745.191778,3
1682539745.303087,1
1682539745.431592,2
1682539745.541117,1
1682539745.649437,0
1682539745.758991,2
1682539745.867696,1
1682539745.975036,1
1682539746.083410,1
1682539746.191906,1
1682539746.299214,1
1682539746.408907,0
1682539746.516254,0
1682539746.623727,0
1682539746.731290,0
1682539746.838354,1
1682539746.947533,0
1682539747.057518,1
1682539747.165153,2
1682539747.275005,2
1682539747.383330,1
1682539747.490709,1
1682539747.597856,1
1682539747.706107,0
1682539747.825539,0
1682539747.937738,1
1682539748.047168,1
1682539748.164066,2
1682539748.274108,2
1682539748.381397,1
1682539748.488956,0
1682539748.596365,1
1682539748.704874,1
1682539748.818828,0
1682539748.927889,0
1682539749.037198,3
1682539749.144873,0
1682539749.254290,3
1682539749.364958,1
1682539749.473532,1
1682539749.582159,0
1682539749.691598,2
1682539749.824569,10
1682539749.935561,1
1682539750.044959,2
1682539750.159738,1
1682539750.268589,0
1682539750.382308,3
1682539750.490998,7
1682539750.599456,2
1682539750.707117,5
1682539750.814985,10
1682539750.923763,1
1682539751.036640,2
1682539751.144931,1
1682539751.253815,2
1682539751.371565,4
1682539751.480333,2
1682539751.588701,5
1682539751.696706,5
1682539751.814669,4
1682539751.924281,2
1682539752.033415,2
1682539752.219914,10
1682539752.327753,5
1682539752.449563,21
1682539752.561567,5
1682539752.671052,5
1682539752.786759,4
1682539752.897469,22
1682539753.004717,15
1682539753.112362,13
1682539753.220473,2
1682539753.338355,4
1682539753.448376,3
1682539753.559889,3
1682539753.694739,1
1682539753.802115,2
1682539753.910318,3
1682539754.022699,8
1682539754.132997,6
1682539754.248383,19
1682539754.358714,18
1682539754.466694,18
1682539754.575628,1
1682539754.683212,2
1682539754.791988,0
1682539754.899121,5
1682539755.006401,1
1682539755.115636,1
1682539755.232815,0
1682539755.340731,1
1682539755.450583,2
1682539755.558389,1
1682539755.665277,1
1682539755.775420,1
1682539755.884043,1
1682539755.994938,1
1682539756.104224,1
1682539756.211690,2
1682539756.322113,1
1682539756.431356,1
1682539756.540539,2
1682539756.650830,1
1682539756.790803,2
1682539756.900393,3
1682539757.015092,1
1682539757.127249,0
1682539757.234643,4
1682539757.384475,3
1682539757.503852,6
1682539757.612251,1
1682539757.721590,4
1682539757.837567,2
1682539757.945793,1
1682539758.061452,1
1682539758.209255,5
1682539758.321842,2
1682539758.433175,0
1682539758.545143,1
1682539758.653327,2
1682539758.763490,1
1682539758.873407,0
1682539758.986654,4
1682539759.094434,4
1682539759.206061,2
1682539759.315755,2
1682539759.427614,1
1682539759.536420,1
1682539759.655720,11
1682539759.763853,13
1682539759.872578,2
1682539760.024414,4
1682539760.141948,7
1682539760.249891,7
1682539760.359256,2
1682539760.468015,1
1682539760.577257,1
1682539760.692959,2
1682539760.801715,1
1682539760.908989,1
1682539761.017717,1
1682539761.129365,2
1682539761.239011,1
1682539761.347571,0
1682539761.458445,3
1682539761.569677,2
1682539761.681259,7
1682539761.788599,1
1682539761.895315,0
1682539762.008779,0
1682539762.116080,0
1682539762.224215,0
1682539762.332305,0
1682539762.442269,0
1682539762.550187,0
1682539762.658333,0
1682539762.766515,0
1682539762.876504,0
1682539762.983996,0
1682539763.092598,0
1682539763.201343,0
1682539763.317646,0
1682539763.427188,0
1682539763.535239,0
1682539763.644591,0
1682539763.760684,0
1682539763.869684,0
1682539763.977799,0
1682539764.085113,0
1682539764.193312,0
1682539764.302138,0
1682539764.410771,0
