1682539935.952132,0
1682539936.059525,1
1682539936.175326,0
1682539936.284281,1
1682539936.393959,0
1682539936.507757,1
1682539936.621980,0
1682539936.731743,0
1682539936.841486,1
1682539936.949976,0
1682539937.058474,1
1682539937.165469,0
1682539937.272915,1
1682539937.381337,1
1682539937.492682,0
1682539937.600723,0
1682539937.710972,0
1682539937.820339,1
1682539937.935587,1
1682539938.044595,0
1682539938.152670,1
1682539938.261787,1
1682539938.369641,0
1682539938.483120,2
1682539938.594308,1
1682539938.702094,0
1682539938.810644,1
1682539938.918265,0
1682539939.030431,1
1682539939.140053,0
1682539939.248598,0
1682539939.358405,0
1682539939.467523,1
1682539939.579799,1
1682539939.689236,0
1682539939.798334,0
1682539939.906711,1
1682539940.014618,1
1682539940.121673,1
1682539940.229754,0
1682539940.337145,0
1682539940.452048,0
1682539940.560105,1
1682539940.668574,0
1682539940.779441,2
1682539940.887536,1
1682539941.008409,1
1682539941.117381,0
1682539941.230363,1
1682539941.342393,1
1682539941.453098,2
1682539941.561826,1
1682539941.670415,0
1682539941.779438,1
1682539941.889218,1
1682539942.001933,1
1682539942.110171,5
1682539942.222608,7
1682539942.330861,1
1682539942.443486,0
1682539942.559355,0
1682539942.668473,1
1682539942.777441,1
1682539942.885730,0
1682539942.995416,0
1682539943.104016,0
1682539943.214342,2
1682539943.322199,0
1682539943.431175,0
1682539943.538882,1
1682539943.648744,1
1682539943.759731,0
1682539943.868941,1
1682539943.975088,0
1682539944.082186,0
1682539944.192657,0
1682539944.303078,0
1682539944.411074,1
1682539944.521731,1
1682539944.630095,0
1682539944.739373,1
1682539944.847600,0
1682539944.956773,1
1682539945.065032,1
1682539945.173970,0
1682539945.281649,0
1682539945.413177,0
1682539945.525398,1
1682539945.632790,0
1682539945.740595,1
1682539945.849286,1
1682539945.959413,0
1682539946.067949,1
1682539946.175475,2
1682539946.282754,0
1682539946.391787,0
1682539946.503306,1
1682539946.611666,0
1682539946.719356,0
1682539946.827124,0
1682539946.936079,0
1682539947.046001,1
1682539947.151393,1
1682539947.259839,1
1682539947.368984,0
1682539947.476459,0
1682539947.587109,1
1682539947.700828,2
1682539947.809926,1
1682539947.918077,1
1682539948.027534,0
1682539948.134898,0
1682539948.243317,0
1682539948.351239,1
1682539948.460424,0
1682539948.568228,1
1682539948.676542,0
1682539948.784438,1
1682539948.898843,1
1682539949.016819,0
1682539949.127687,1
1682539949.239516,1
1682539949.349736,0
1682539949.458827,1
1682539949.567413,0
1682539949.675767,0
1682539949.784553,10
1682539949.892223,3
1682539950.001419,5
1682539950.109969,7
1682539950.219497,2
1682539950.328598,3
1682539950.442160,3
1682539950.552894,1
1682539950.662718,0
1682539950.773536,0
1682539950.882416,8
1682539950.990877,1
1682539951.099011,4
1682539951.207328,4
1682539951.314912,8
1682539951.423668,2
1682539951.532182,2
1682539951.639662,2
1682539951.749432,9
1682539951.861231,4
1682539951.971589,2
1682539952.080785,6
1682539952.189518,0
1682539952.303395,0
1682539952.411294,0
1682539952.519211,0
1682539952.627255,3
1682539952.739654,3
1682539952.851891,2
1682539952.961479,2
1682539953.069803,8
1682539953.178957,0
1682539953.287035,1
1682539953.394214,3
1682539953.502254,1
1682539953.611069,0
1682539953.719801,0
1682539953.827696,9
1682539953.935907,2
1682539954.047300,0
1682539954.154618,0
1682539954.262853,2
1682539954.370495,3
1682539954.479226,5
1682539954.590673,5
1682539954.699009,0
1682539954.810762,3
1682539954.919860,4
1682539955.030393,1
1682539955.140754,4
1682539955.249612,6
1682539955.359684,3
1682539955.467905,5
1682539955.578392,4
1682539955.686163,8
1682539955.796719,3
1682539955.911655,1
1682539956.022782,7
1682539956.131614,4
1682539956.241819,0
1682539956.350205,0
1682539956.458275,0
1682539956.565829,0
1682539956.673886,0
1682539956.781809,0
1682539956.890222,0
1682539956.998713,0
1682539957.106455,0
1682539957.214323,0
1682539957.322766,0
1682539957.446183,0
1682539957.554394,0
1682539957.662005,0
1682539957.770136,0
1682539957.878003,0
1682539957.992698,0
