1682539790.431980,0
1682539790.542663,4
1682539790.650847,1
1682539790.761847,1
1682539790.870041,2
1682539790.980942,1
1682539791.095360,1
1682539791.206977,1
1682539791.315906,0
1682539791.422844,1
1682539791.530647,2
1682539791.639379,2
1682539791.747907,1
1682539791.856548,2
1682539791.963898,0
1682539792.071531,3
1682539792.186251,0
1682539792.294065,0
1682539792.404719,2
1682539792.513745,1
1682539792.623911,0
1682539792.733712,0
1682539792.843115,1
1682539792.951074,2
1682539793.060512,0
1682539793.203648,0
1682539793.317003,1
1682539793.432113,1
1682539793.542983,1
1682539793.652209,1
1682539793.760417,1
1682539793.869143,0
1682539793.976865,3
1682539794.084666,2
1682539794.195215,1
1682539794.302896,1
1682539794.410551,1
1682539794.519995,1
1682539794.627831,1
1682539794.735885,3
1682539794.844228,3
1682539794.954057,1
1682539795.065377,0
1682539795.175479,0
1682539795.284628,2
1682539795.396982,1
1682539795.509844,1
1682539795.618678,1
1682539795.727261,2
1682539795.836166,0
1682539795.945453,4
1682539796.056716,0
1682539796.164633,2
1682539796.273762,0
1682539796.383930,0
1682539796.509047,1
1682539796.614892,3
1682539796.722801,1
1682539796.831114,2
1682539796.939759,0
1682539797.049978,1
1682539797.157407,2
1682539797.264533,1
1682539797.373740,0
1682539797.488393,1
1682539797.596082,0
1682539797.705086,1
1682539797.813049,0
1682539797.922846,1
1682539798.035627,0
1682539798.144968,0
1682539798.254160,0
1682539798.362370,1
1682539798.473035,2
1682539798.580388,1
1682539798.688658,3
1682539798.798102,1
1682539798.906719,2
1682539799.016777,0
1682539799.125391,0
1682539799.230175,2
1682539799.337596,2
1682539799.452091,1
1682539799.560904,3
1682539799.669852,0
1682539799.779335,1
1682539799.887712,1
1682539799.997391,1
1682539800.105000,1
1682539800.213376,2
1682539800.323290,2
1682539800.435126,2
1682539800.544926,0
1682539800.649463,0
1682539800.758093,1
1682539800.865667,2
1682539800.976914,0
1682539801.084957,4
1682539801.192162,1
1682539801.300711,2
1682539801.409296,0
1682539801.519604,2
1682539801.637542,7
1682539801.744856,2
1682539801.854107,0
1682539801.966255,1
1682539802.073293,0
1682539802.183155,3
1682539802.292652,1
1682539802.401473,1
1682539802.512309,2
1682539802.621639,0
1682539802.729731,1
1682539802.839130,1
1682539802.948296,0
1682539803.057701,1
1682539803.163286,2
1682539803.271769,2
1682539803.383151,0
1682539803.492211,0
1682539803.600027,2
1682539803.706816,2
1682539803.816223,1
1682539803.926379,2
1682539804.036222,2
1682539804.143818,1
1682539804.251246,1
1682539804.359691,2
1682539804.470141,0
1682539804.583407,2
1682539804.693259,0
1682539804.802661,2
1682539804.912726,2
1682539805.021654,0
1682539805.133320,1
1682539805.241376,1
1682539805.349479,0
1682539805.459686,0
1682539805.568204,3
1682539805.676854,0
1682539805.785960,0
1682539805.895941,0
1682539806.004493,1
1682539806.115340,2
1682539806.233745,2
1682539806.342411,1
1682539806.452166,1
1682539806.561335,0
1682539806.669410,2
1682539806.778732,1
1682539806.887922,1
1682539806.993598,1
1682539807.103899,3
1682539807.212842,0
1682539807.321233,1
1682539807.428964,2
1682539807.537252,1
1682539807.647528,3
1682539807.755301,1
1682539807.885193,1
1682539807.995841,0
1682539808.104289,2
1682539808.211945,0
1682539808.321746,0
1682539808.430961,2
1682539808.540138,0
1682539808.648724,2
1682539808.757877,1
1682539808.866262,2
1682539808.974713,1
1682539809.094780,1
1682539809.202676,1
1682539809.310618,1
1682539809.420777,2
1682539809.529240,2
1682539809.637373,1
1682539809.747061,1
1682539809.857475,1
1682539809.966271,2
1682539810.074160,0
1682539810.182475,1
1682539810.303472,2
1682539810.412936,0
1682539810.522391,1
1682539810.632011,1
1682539810.740167,0
1682539810.855235,0
1682539810.962999,0
1682539811.070755,0
1682539811.178812,0
1682539811.288871,0
1682539811.397618,0
1682539811.505523,0
1682539811.617741,0
1682539811.734217,0
1682539811.850531,0
1682539811.959078,0
1682539812.067579,0
