1682539837.222077,1
1682539837.334030,0
1682539837.447535,0
1682539837.563116,2
1682539837.673573,4
1682539837.781201,0
1682539837.890061,1
1682539838.000449,0
1682539838.109205,1
1682539838.220174,1
1682539838.331056,12
1682539838.495376,0
1682539838.649238,3
1682539838.757450,1
1682539838.866140,2
1682539838.975455,0
1682539839.083800,0
1682539839.193534,1
1682539839.302536,1
1682539839.412096,1
1682539839.520761,0
1682539839.630234,1
1682539839.739582,0
1682539839.848005,1
1682539839.957025,0
1682539840.066735,1
1682539840.176921,0
1682539840.304031,1
1682539840.414621,5
1682539840.524011,1
1682539840.633990,1
1682539840.742770,1
1682539840.849996,1
1682539840.960106,0
1682539841.070055,7
1682539841.179666,0
1682539841.288942,1
1682539841.396467,1
1682539841.504399,1
1682539841.613980,10
1682539841.721810,1
1682539841.832545,10
1682539841.942431,3
1682539842.053049,13
1682539842.163229,1
1682539842.274055,1
1682539842.384011,3
1682539842.493261,1
1682539842.602198,1
1682539842.711864,1
1682539842.827442,3
1682539842.935348,1
1682539843.044652,0
1682539843.152813,1
1682539843.261815,2
1682539843.366858,0
1682539843.476153,1
1682539843.585845,1
1682539843.694260,1
1682539843.800214,1
1682539843.907350,0
1682539844.017548,5
1682539844.125770,1
1682539844.233781,1
1682539844.343577,1
1682539844.452303,1
1682539844.561378,1
1682539844.670764,1
1682539844.780978,0
1682539844.889468,1
1682539844.998364,1
1682539845.107608,5
1682539845.236453,2
1682539845.345660,1
1682539845.454061,0
1682539845.562077,3
1682539845.669054,4
1682539845.778883,0
1682539845.886892,1
1682539845.997171,3
1682539846.105714,1
1682539846.229362,0
1682539846.347162,4
1682539846.454154,2
1682539846.564658,1
1682539846.672698,1
1682539846.784322,2
1682539846.895888,1
1682539847.003929,4
1682539847.114337,1
1682539847.224489,1
1682539847.341925,0
1682539847.450580,2
1682539847.561236,2
1682539847.671339,1
1682539847.779701,0
1682539847.888547,3
1682539847.996196,1
1682539848.104226,2
1682539848.212221,0
1682539848.321752,2
1682539848.431183,2
1682539848.541182,4
1682539848.652698,11
1682539848.763062,0
1682539848.871877,2
1682539848.980536,5
1682539849.089046,1
1682539849.198047,3
1682539849.313252,1
1682539849.422519,2
1682539849.531593,1
1682539849.636634,1
1682539849.744832,1
1682539849.853048,1
1682539849.965323,3
1682539850.073199,0
1682539850.182422,4
1682539850.293351,1
1682539850.408777,2
1682539850.517926,1
1682539850.629331,1
1682539850.738161,1
1682539850.850157,2
1682539850.959102,1
1682539851.068007,4
1682539851.176724,1
1682539851.285544,0
1682539851.393820,1
1682539851.503737,1
1682539851.614545,3
1682539851.722378,1
1682539851.830824,1
1682539851.939570,0
1682539852.054955,1
1682539852.166243,5
1682539852.280453,2
1682539852.391924,2
1682539852.501501,2
1682539852.612203,8
1682539852.719980,1
1682539852.829328,2
1682539852.938222,1
1682539853.046408,0
1682539853.155965,3
1682539853.265708,1
1682539853.379023,1
1682539853.489223,0
1682539853.598245,0
1682539853.705228,1
1682539853.817639,10
1682539853.928927,2
1682539854.037105,1
1682539854.146103,3
1682539854.254949,1
1682539854.362854,1
1682539854.472323,1
1682539854.581136,1
1682539854.689266,1
1682539854.797426,1
1682539854.907779,1
1682539855.015464,1
1682539855.123914,1
1682539855.232607,1
1682539855.340620,1
1682539855.451258,1
1682539855.560086,2
1682539855.666929,0
1682539855.778812,10
1682539855.925299,1
1682539856.040711,11
1682539856.152836,5
1682539856.260266,1
1682539856.368291,1
1682539856.479198,3
1682539856.596802,2
1682539856.707303,8
1682539856.816070,1
1682539856.938254,4
1682539857.050255,6
1682539857.158762,2
1682539857.269208,1
1682539857.383099,0
1682539857.506098,0
1682539857.613972,0
1682539857.740053,0
1682539857.866209,0
1682539857.999267,0
1682539858.107503,0
1682539858.215470,0
1682539858.328992,0
1682539858.443059,0
1682539858.551202,0
1682539858.659180,0
1682539858.774303,0
1682539858.881947,0
1682539859.012077,0
